id,,,DH01,DH02,DH03,DH04,DH05,DH06,DH07,DH08,DH09,DH10,DH11,DH12,DH13,DH14,DH15,DH16,DH17,DH18,DH19,DH20,DH21,DH22,DH23,DH24,DH25,DH26,DH27,DH28,DH29,DH30,DH31,DH32,DH33,DH34,DH35,DH36,DH37,DH38,DH39,DH40,DH41,DH42,DH43,DH44,DH45,DH46,DH47,DH48,DH49,DH50,DH51,DH52,DH53,DH54,DH55,DH56,DH57,DH58,DH59,DH60,DH61,DH62,DH63,DH64,DH65,DH66,DH67,DH68,DH69,DH70,DH71,DH72,DH73,DH74,DH75,DH76,DH77,DH78,DH79,DH80,DH81,DH82,DH83,DH84,DH85,DH86,DH87,DH88,DH89,DH90,DH91,DH92,DH93
ksuI27B,1B,291.772,B,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,B,B,B,B,A,A,B,B,A,B,A,A,A,B,A,A,A,B,A,B,A,B,B,A,A,B,B,B,B,B,B,B,A,B,A,B,A,A,B,A,A,B,B,A,B,A,B,A,A,B,A,B,B,B,B,A,A,A,B,A,A,B,B,B
cdo393B,1B,298.0302,B,B,B,-,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,A,A,A,A,A,B,A,-,A,A,B,B,B,B,A,A,B,-,A,B,A,A,B,B,A,A,A,B,A,B,A,B,B,A,A,-,B,-,-,B,-,B,B,B,B,B,A,A,B,B,A,B,B,A,B,A,B,B,-,B,A,B,B,B,B,A,A,A,B,A,A,B,B,B
gwm140,1B,303.0344,B,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,A,B,B,B,B,B,A,A,B,B,A,B,A,A,B,B,A,A,A,B,A,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,B,B,-,B,A,B,B,B,B,A,B,B,B,B,A,A,A,B,A,A,B,A,A
gwm337,1D1,0,A,B,-,A,B,A,B,A,A,-,A,A,B,B,A,B,A,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,B,B,B,A,B,B,-,B,A,A,A,A,A,B,A,B,B,A,B,A,B,B,B,A,A,B,B,B,A,-,-,-,-,A,A,B,A,B,A,A,A,B,A,B,B,A,A,B,A,A,A
cdo572,1D1,31.2853,A,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,B,A,B,B,B,A,A,B,B,B,A,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B,A,B,B,B,B,B,A,B,A,A,A,B,A,B,B,A,B,A,B,B,A,A,A,B,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A,B,A,B,B,A,A,B,B,A,A
P39.M50.304,1D1,32.3842,A,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,B,A,B,B,B,A,A,B,B,B,A,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B,A,B,A,B,B,B,A,B,A,A,A,B,A,B,B,A,B,A,B,B,A,A,A,B,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A,B,A,B,B,A,A,B,B,A,-
barc66,1D1,47.6925,B,A,B,-,A,B,A,A,A,A,A,A,B,A,A,A,A,B,B,A,B,B,B,A,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,B,B,B,B,A,B,A,A,A,B,A,B,B,A,B,A,B,B,A,A,A,B,B,A,A,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,A,B,A,B
bcd304B,1D1,64.5161,A,B,B,A,A,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,B,B,B,A,B,A,B,B,B,A,B,A,A,B,A,A,A,A,A,-,A,B,B,B,B,B,B,B,B,B,A,B,A,A,A,B,B,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,B,A,B,A,A,B,B,B,B,B,A,B,A,B,B,A,A,A,B,A,B
wPt.4597,1D2,0,-,B,B,A,A,B,A,B,A,A,A,B,-,A,A,A,B,A,A,B,A,B,B,A,B,A,A,B,A,A,B,A,-,B,-,A,A,A,-,B,A,A,-,B,-,B,B,B,A,-,A,B,A,B,-,A,B,B,A,B,B,A,-,A,-,B,A,-,A,A,A,A,B,A,A,A,B,B,B,B,B,A,A,A,B,B,A,-,A,A,B,A,-
cdo393a,1D2,14.5955,B,B,B,A,A,B,A,B,A,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B
P38.M50.180,1D2,16.7937,B,B,B,A,A,B,A,B,A,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,A,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B
wPt.5390,1D2,16.7937,B,B,B,A,A,B,A,B,A,-,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,-,A,A,B,A,-,B,-,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,-,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,-,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
P40.M54.389,1D2,19.4259,B,B,B,A,A,B,A,B,A,A,A,B,A,A,A,A,B,A,B,B,B,-,-,A,A,B,A,B,A,A,-,A,B,B,B,A,A,-,B,B,A,A,B,B,B,B,-,A,A,B,B,A,A,B,A,A,B,B,A,B,B,A,B,A,-,B,B,-,A,A,A,A,A,A,A,B,B,A,B,-,B,A,A,A,B,B,A,B,A,A,B,B,-
P36.M50.238,1D2,23.1777,B,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,-,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B
wPt.3836,1D2,23.1777,B,B,B,A,A,B,A,B,A,-,A,B,A,A,A,A,B,A,B,B,B,B,B,-,A,B,A,B,A,A,B,-,B,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
wPt.0714,1D2,23.1777,B,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,-,B,B,-,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,-,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
wPt.0171,1D2,23.1777,B,B,B,A,A,B,A,B,A,-,A,B,A,A,A,-,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
wPt.8399,1D2,23.1777,B,B,B,-,-,B,A,B,A,B,-,B,-,A,A,A,B,A,B,B,B,B,B,-,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,-,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,-,B,B,-
P32.M52.141,1D2,23.1777,B,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,-,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,-,A,B,B,A,B,A,A,B,B,-
wPt.2373,1D2,23.1777,B,B,-,A,A,B,A,B,A,-,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,-,-,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,-,A,B,B,B,-,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
gdm111,1D2,25.9181,-,A,A,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,-,B,B,B,B,A,A,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,-,-,-,-,-,-,B,B,A,-,-,B,A,A,-,B,B,A,B,A,A,B,B,B
wPt.6282,1D2,28.8175,A,B,-,A,A,B,A,B,A,B,A,B,A,A,A,-,B,A,-,B,B,B,B,-,A,B,A,B,A,A,B,-,-,B,B,A,A,A,B,B,A,A,-,B,B,B,A,B,A,B,B,B,A,B,-,A,B,B,A,B,B,A,B,-,-,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
wPt.3945,1D2,30.0521,B,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
wPt.6358,1D2,31.368,B,B,B,A,A,-,A,A,A,-,A,B,A,A,A,A,B,A,-,-,-,B,B,A,A,B,A,-,-,-,B,-,B,B,B,A,A,A,-,B,A,-,B,B,B,B,A,B,A,B,B,B,A,-,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,-,A,A,-,B,A,B,B,B,A,A,A,B,-,A,B,A,A,B,B,-
wPt.2430,1D2,31.368,B,B,B,A,A,B,A,-,-,B,-,B,A,A,-,A,B,A,B,B,B,B,-,-,A,B,A,-,-,A,B,-,B,B,B,A,A,A,B,B,A,-,B,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,-,A,A,-,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
wPt.1642,1D2,31.368,B,B,B,A,A,B,A,-,B,-,-,B,-,A,A,A,B,A,B,B,B,B,-,-,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,-,A,B,B,A,B,-,A,B,A,B,B,-,B,A,A,A,A,A,A,A,B,B,A,B,B,B,-,A,A,B,B,A,B,A,A,B,B,-
wPt.2095,1D2,31.368,B,B,B,A,A,B,A,B,-,-,A,B,A,A,A,-,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,-,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,-,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,-
ksuI127a,1D2,31.368,B,B,B,A,A,B,A,B,A,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B
P42.M50.213,1D2,38.0446,B,B,B,A,A,B,A,B,A,A,A,B,A,A,-,A,B,A,B,B,B,B,B,A,A,B,B,B,-,-,B,A,B,B,B,A,-,-,B,B,-,A,B,B,B,B,-,B,A,B,B,B,A,B,B,A,B,B,A,B,B,A,B,-,B,B,B,B,A,A,A,A,B,-,-,B,B,A,B,B,B,A,B,-,B,B,A,B,B,B,B,B,-
wms614,2A1,0,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,B,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,B,B,B,B,A,B,B,A,B,A,A,B,B,B,B,A,B,A,B,A,A,A,B,B,B,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,-
barc124,2A1,8.254,B,A,B,A,A,A,A,B,B,A,B,B,A,A,B,A,B,A,A,B,B,B,A,A,B,A,A,B,A,B,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,B,B,B,B,A,B,B,A,B,A,A,B,B,B,B,A,B,A,B,A,A,A,B,B,A,B,B,A,A,B,B,A,B,B,A,A,A,B,B,A,A
P40.M48.42,2A1,11.5886,B,A,B,A,A,A,A,B,B,A,B,B,A,A,B,A,B,A,A,B,B,B,A,A,B,A,A,B,A,B,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,B,B,B,B,A,B,B,A,B,A,A,A,B,B,B,A,B,A,B,A,A,A,B,B,A,B,B,A,A,B,B,A,B,B,A,A,A,B,B,B,B
gwm636,2A1,18.5767,B,A,B,A,A,A,A,A,A,A,B,B,A,A,B,A,B,A,A,B,B,B,A,A,B,A,A,B,A,B,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,B,B,B,B,B,A,B,B,A,B,A,A,B,B,B,B,A,B,A,B,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,B,A,-
wPt.8343,2A1,30.4746,B,A,B,A,A,-,A,B,B,-,B,B,A,-,B,-,B,A,A,B,B,B,-,A,B,A,A,B,A,B,B,A,A,-,A,A,B,B,B,A,A,B,B,B,B,A,A,B,A,-,A,B,B,B,B,B,A,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,A,A,A,B,A,B,B,A,A,B,A,A,A,B,A,A,A,B,B,A,-
P46.M50.100,2A1,32.8847,B,A,B,A,A,A,A,B,B,B,B,B,A,A,B,A,B,A,A,B,B,B,A,A,B,A,A,A,A,B,B,A,A,A,A,A,B,B,B,A,A,B,B,B,B,A,A,B,A,B,A,B,B,B,B,B,A,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,A,A,A,B,A,B,B,A,A,B,B,A,A,B,A,A,A,B,B,A,A
gwm515B,2A2,0,A,-,A,B,A,A,A,A,B,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,-,A,B,-,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,A,A,A,A,A
P44.M55.147,2A2,5.8892,A,A,A,B,A,A,A,A,B,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,A,A,A,A,A
gwm339,2A2,11.6427,A,A,A,B,A,-,A,A,B,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,A,A,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,A,A,A,A,A
barc10,2A2,15.8118,A,A,A,-,A,-,-,A,B,A,B,-,-,A,A,B,-,A,A,A,B,B,-,B,A,A,A,A,B,-,A,A,A,A,A,A,-,A,A,-,A,B,A,B,A,A,-,B,-,B,A,A,A,B,-,B,A,B,B,B,A,B,A,A,A,B,A,A,-,B,A,B,A,A,A,B,A,-,B,B,-,B,-,B,B,A,B,B,-,A,A,A,A
gwm71,2A2,20.0397,A,A,A,B,A,A,A,A,B,A,B,B,B,A,A,B,B,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,B,-,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,A
barc15,2A2,21.1509,A,B,A,B,A,A,A,A,B,A,B,B,B,-,A,B,B,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,A
wPt.1661,2A2,30.7695,-,B,A,A,A,A,A,A,B,A,-,B,B,A,A,B,B,A,A,A,-,B,B,B,-,B,-,A,B,-,A,A,-,A,B,A,B,A,-,B,A,B,B,B,-,A,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,-,B,B,A,A,A,-,-
wPt.4172,2A2,40.6608,A,B,A,B,A,A,A,A,B,A,B,B,B,A,A,-,A,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,-,B,B,B,B,A,A,A,B,B,B,A,A,-,B,A,B,A,B,A,A,A,B,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,-
P44.M54.59,2A2,47.9023,A,A,A,B,A,A,A,A,B,A,B,B,B,A,A,B,B,A,A,A,B,B,B,B,A,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,A,A,B,B,B,A,A,B,B,B,B,A,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,A,B,B,B,B,B,B,A,B,B,B,A,A,A,A
wPt.5498,2A2,51.8517,-,A,A,B,A,A,A,A,B,-,B,B,-,A,A,B,B,A,-,A,B,B,B,-,-,A,A,-,B,-,A,A,-,A,A,A,B,A,-,B,A,B,A,B,-,A,B,B,B,B,A,A,-,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,-,B,A,A,A,-
gwm372,2A2,51.8517,-,A,A,B,A,A,A,A,B,A,B,B,-,A,A,B,B,A,A,A,B,B,B,B,-,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,A
wPt.2768,2A2,51.8517,A,A,A,B,A,A,A,A,B,-,B,B,B,A,A,B,B,A,A,-,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,-,B,A,B,A,A,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,-
wPt.6012,2A2,51.8517,A,A,A,-,A,A,A,A,-,A,B,B,B,A,A,B,B,A,A,A,B,B,-,B,A,A,A,A,-,A,A,A,A,A,A,A,B,A,A,B,A,B,A,-,A,A,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,-
P34.M50.178,2A2,53.0863,A,-,A,B,A,A,A,A,B,A,B,B,B,A,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,-,A,-,A,B,A,A,B,B,B,B,A,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,A,B,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,-,B,A,-,A,-
P45.M48.77,2A2,61.9704,A,B,A,B,-,A,A,A,B,A,B,B,B,A,A,B,B,B,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,A,A,B,A,B,B,A,B,B,A,B,A,B,A,A,A,B,B,B,A,B,A,A,A,B,A,B,B,B,B,A,A,A,B,A,B,B,B,A,A,A,A
wmc198,2A2,75.3836,A,B,A,B,A,B,A,A,B,A,A,B,B,A,A,B,B,B,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,A,-,A,A,B,A,A,B,B,B,B,A,A,A,B,A,B,B,A,B,B,A,B,B,B,A,A,A,B,B,B,A,-,B,A,A,A,A,B,B,B,B,B,A,A,B,A,B,A,-,-,-,-,-
gdm40,2A2,82.8977,A,B,A,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B,A,A,A,B,A,B,B,A,B,B,A,B,B,B,A,A,A,A,B,B,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B
gwm312,2A2,99.2583,B,B,A,B,A,B,A,A,B,A,A,-,-,-,-,-,-,-,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,B,B,A,B,A,A,A,A,A,A,B,A,A,B,B,B,B,A,A,A,B,A,B,B,A,B,B,A,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,A,B,B,B,B,A,A,B,B,A,B,B,B,A,A,A,A
gwm294,2A2,111.824,A,B,A,B,A,B,A,A,B,A,A,B,B,A,A,B,B,B,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,-,B,-,-,A,B,B,B,A,A,A,A,A,B,B,A,B,B,A,B,B,B,B,A,A,B,B,B,A,B,B,A,A,B,A,B,B,B,B,A,-,-,B,A,B,B,B,A,A,A,A
P46.M55.154,2A2,142.1308,A,A,B,A,A,B,A,A,B,A,A,B,B,B,A,B,A,B,A,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B,B,B,A,B,B,A,A,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,B,A,B
gwm382,2A3,0,A,A,B,B,A,B,A,B,A,B,A,B,A,B,B,B,B,A,A,B,B,B,A,A,A,A,A,A,B,A,A,B,A,B,A,B,B,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,B,A,A,B,B,B,B,A,A,B,B,A,B,B,A,B,B,B,A,A,B,B,A,A,A,B,B,A,B,A,A,A,B,A,B,A,B,A,B,A,B
P39.M53.59,2A3,2.2226,A,A,B,B,A,B,A,B,A,B,A,B,A,B,B,B,B,A,A,B,B,B,A,A,A,A,A,A,B,A,A,B,A,B,A,B,B,A,A,A,B,A,A,B,A,B,A,B,A,A,A,B,B,A,A,B,B,B,B,A,A,B,B,A,B,B,A,B,B,A,A,A,B,B,A,A,A,B,B,A,B,A,A,A,B,A,B,A,B,A,B,A,-
gwm311,2A3,7.4221,-,A,B,B,A,-,-,B,A,B,A,B,B,B,B,B,B,-,A,B,B,B,A,A,A,A,A,B,A,A,B,-,-,B,A,B,-,A,A,A,B,A,A,B,A,B,A,B,A,A,A,B,B,A,A,B,B,B,B,A,A,B,B,A,B,-,A,B,-,A,A,A,B,B,A,A,A,B,B,A,B,A,A,A,B,A,B,A,-,A,B,-,B
wPt.5231,2B,0,A,A,A,A,-,A,B,A,-,-,A,-,A,B,B,B,A,B,B,B,A,B,A,-,B,A,B,A,-,A,B,A,-,A,A,B,A,B,-,B,A,B,A,B,-,A,A,B,B,B,A,B,A,A,A,-,A,B,B,B,B,A,A,A,A,B,A,-,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,-,B,B,-
P31.M55.62,2B,4.0563,A,-,A,A,B,A,B,A,B,A,A,A,B,A,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,-,B,A,B,-,B
P38.M50.43,2B,7.5059,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,B
wPt.2707,2B,7.5059,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,-,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,-
wPt.3328,2B,7.5059,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,-
P31.M55.102,2B,7.5059,A,-,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,-,A,-,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,-,B
wPt.8598,2B,7.5059,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,-
wPt.7984,2B,7.5059,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,-
wPt.0832,2B,7.5059,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,-
